talk_id,title,description,speaker,recorded_date,published_date,event,duration,topic_names,views,files
122059,What happens when we deny people abortions?,"How does getting an abortion — or not — influence a woman's life? Demographer Diana Greene Foster puts forward the results of The Turnaway Study, her landmark work following nearly 1,000 women through abortion or childbirth, presenting definitive data on the long-term physical, mental and economic impacts of the right to choose on pregnant people and their families. ""Access to abortion is about control over one's body, life and destiny,"" says Foster.",Diana Greene Foster,2023-10-12,2024-01-11T15:59:19Z,TEDWomen 2023,844,"politics,science,social change,health,health care,gender,women,society,family,human rights",593612,
120087,Why is rice so popular?,"Rice contributes over 20% of the calories consumed by humans each year. Korean bibimbap, Nigerian jollof, Indian biryani, Spanish paella, and countless other culinary masterpieces all begin with rice. So how did this humble grain end up in so many cuisines? Carolyn Beans investigates the global expansion of this beloved crop and the unintended consequences of its popularity. [Directed by Na Na Na Studio, narrated by Christina Greer, music by Cem Misirlioglu, Jesse Barnes].",Carolyn Beans,2024-01-11,2024-01-11T16:02:47Z,TED-Ed,272,"climate change,science,education,food,Africa,Asia,water,agriculture,TED-Ed,South America,farming,animation",581880,
124014,Could AI give you X-ray vision?,"What if a robot could find and deliver your lost phone? AI researcher Tara Boroushaki presents how she's using wireless signals and sensors to create AI-powered goggles with ""X-ray vision,"" creating a dynamic new tool with applications from improving efficiency in commercial warehouses to aiding emergency rescues.",Tara Boroushaki,2023-04-22,2024-01-12T16:00:06Z,TEDxMIT Salon,407,"science,technology,engineering,invention,innovation,robots,AI,TEDx",580183,
113488,Let curiosity lead,"Don't second-guess what ""distracts"" you, says actor-producer Yara Shahidi; that's your curiosity coming through. The star of hit shows like ""black-ish"" and ""grown-ish"" tells how she learned to spot clues to her own future — and how you can, too.",Yara Shahidi,2023-04-17,2024-01-16T15:52:55Z,TED2023,686,"culture,entertainment,media,social change,creativity,art,storytelling,personal growth,curiosity,personality,diversity",831974,
118716,The beauty of wildlife — and an artistic call to protect it,"""I think of my paintings as alarm clocks,"" says artist Isabella Kirkland. ""They're reminders of what's at stake; the only problem is we keep pushing the snooze button."" Investigating humanity's relationship to nature, she shares work that takes a creative stand against ecological despair — and quietly urges climate action through permanent images of vanishing wildlife.",Isabella Kirkland,2023-07-13,2024-01-16T15:55:47Z,TED Countdown Summit,526,"climate change,social change,animals,art,humanity,conservation",599329,
118817,How much would it cost to buy the ocean?,"Surveying his vast domain, Poseidon considers retirement. What if someone else donned the coral crown so he could spend his immortality harmonizing with whales and cozying up to hydrothermal vents? Poseidon decides he needs to prioritize himself for once. So, he summons his accountant and asks: how much could he sell the ocean for? Astrid J. Hsu conducts a financial analysis of our oceans’ worth. [Directed by Igor Coric, Artrake Studio, narrated by Addison Anderson, music by Cem Misirlioglu, Brooks Ball].",Astrid J. Hsu,2024-01-16,2024-01-16T17:47:03Z,TED-Ed,280,"climate change,education,TED-Ed,animation,ocean",541015,
123147,What if advertising was honest?,"After years of brand building, marketing veteran Sylvester Chauke realized that his industry had sold the world on overconsumption, with devastating consequences. He shares how marketers could instead promote sustainability with ""honest ads"" that do right by the planet and encourage people to think twice before buying.",Sylvester Chauke,2023-11-16,2024-01-17T15:48:22Z,TED@BCG,693,"climate change,sustainability,design,business,media,social change,marketing,society,capitalism",602863,
123281,Fight for justice — even if you don't live to see it,"Storyteller Golriz Lucina recounts how the historic sacrifice of Iranian 19th-century poet and mystic Táhirih planted the seeds for the ""Woman, Life, Freedom"" protests today, offering an inspiring lesson in the value of acting with conviction — even if we don't live to see the results.",Golriz Lucina,2023-12-07,2024-01-18T15:59:12Z,TED Immigrant Diaspora: Iranian,479,"social change,gender,history,activism,poetry,leadership,personal growth,women,human rights",561331,
118458,"History vs. Egypt’s ""most powerful"" pharaoh","Pharaoh Ramesses II reigned for almost 70 years in the 13th century BCE. He presided over a golden age of Egyptian prosperity, power, and wealth. But was he a model leader or a shameless egomaniac and master of propaganda? Jessica Tomkins puts this controversial figure on trial in History vs. Ramesses the Great. [Directed by Brett Underhill, PorkchopBob Studio, narrated by Addison Anderson, music by Stephen LaRosa].",Jessica Tomkins,2024-01-18,2024-01-18T16:03:28Z,TED-Ed,366,"education,history,leadership,ancient world,Egypt,TED-Ed,animation",410034,
121074,"A simulation of human reality, powered by AI","Computer scientist Joon Sung Park introduces a new way of simulating human behavior called ""generative agents."" Like in the video game ""The Sims,"" these agents — trained on AI to develop a stream of memories — notice each other, initiate conversations, form opinions and plan ahead. Park shows how these simulacra could open up new opportunities to study human behavior and test out things like social policies.",Joon Sung Park,2023-10-17,2024-01-19T15:10:26Z,TEDAI 2023,580,"technology,computers,future,AI,machine learning",4560,
121091,AI could increase equality — if we design it right ,"What if we designed AI explicitly to advance social equality? Systems engineer Phebe Vayanos shares her research into AI that empowers vulnerable communities, focusing on her work to improve the system for matching people experiencing homelessness in Los Angeles with the city’s extremely scarce housing resources. Learn about the hard moral trade-offs of this work — and why more AI research should support the most underserved communities.",Phebe Vayanos,2023-10-17,2024-01-19T15:10:53Z,TEDAI 2023,587,"technology,computers,social change,future,AI,policy,machine learning,ethics",1398,
121098,Why you should invest in AI,"We're all investors when it comes to allocating our time, money or attention. Technologist and venture capitalist Sarah Guo explains why, at the dawn of a new era in technology, everyone should find a way to invest in artificial intelligence — and shares a framework for identifying the biggest opportunities AI can create for you.",Sarah Guo,2023-10-17,2024-01-19T15:11:22Z,TEDAI 2023,635,"technology,business,AI,money,finance,machine learning",14848,
120454,The unifying power of grace,"""Will you forgive me?"" asks community leader Sean Goode. He proposes that the promise of forgiveness before wrongdoing — what he calls ""unapologetic grace"" — can empower people to share their truths and create space to bridge our differences.",Sean Goode,2023-04-20,2023-12-08T15:58:50Z,TED2023,221,"relationships,communication,community,personal growth,humanity",54052,
120177,Why science needs to get behind natural medicine,"Pharmaceutical companies often only patent drugs they can monetize, creating synthetic versions of remedies already available in nature. In this quick talk, physician and entrepreneur Jeff Chen offers a path to affordable, effective natural medicines — for everyone.",Jeff Chen,2023-04-20,2023-12-08T16:00:20Z,TED2023,221,"science,health,health care,nature,medicine,human body",67818,
121817,TED Explores: A New Climate Vision,"The impacts of climate change are growing, but so are the world's attempts to stop them. Hosted by Manoush Zomorodi of the TED Radio Hour, this special TED documentary examines the rapid technological revolution underway — and the real possibility of a better future for all. Featuring urban planner Anika Goss, scientist and carbon expert Julio Friedmann, UN Climate Chief Simon Stiell, auto industry sustainability leader Cynthia Williams, and multi-generational farmers Jim and Jessica Whitaker, as well as interviews with architect of the Paris Accords Christiana Figueres, former UN Climate High Champion Nigel Topping and many more.",TED Countdown,2023-10-09,2023-12-11T14:19:21Z,,3411,"climate change,science,sustainability,technology,innovation,future,energy,pollution",652742,
